Local time,Open,High,Low,Close,Volume
19.05.2019 22:00:00.000 GMT+0100,1.27331,1.28137,1.26049,1.27111,678122.7008000002
26.05.2019 22:00:00.000 GMT+0100,1.27257,1.27476,1.25590,1.26291,674049.4199000004
02.06.2019 22:00:00.000 GMT+0100,1.26277,1.27627,1.26102,1.27354,775242.0806000003
09.06.2019 22:00:00.000 GMT+0100,1.27197,1.27583,1.25796,1.25891,814367.1207000001
16.06.2019 22:00:00.000 GMT+0100,1.25784,1.27462,1.25058,1.27403,901936.4171999994
23.06.2019 22:00:00.000 GMT+0100,1.27290,1.27836,1.26596,1.26916,858269.9986
30.06.2019 22:00:00.000 GMT+0100,1.26968,1.27053,1.24808,1.25209,680868.5228
07.07.2019 22:00:00.000 GMT+0100,1.25251,1.25786,1.24393,1.25705,712005.8515000001
14.07.2019 22:00:00.000 GMT+0100,1.25515,1.25781,1.23816,1.24972,667060.9678000002
21.07.2019 22:00:00.000 GMT+0100,1.24746,1.25220,1.23757,1.23805,640801.8092
28.07.2019 22:00:00.000 GMT+0100,1.23737,1.23828,1.20791,1.21572,1034895.7917999999
04.08.2019 22:00:00.000 GMT+0100,1.21579,1.22093,1.20214,1.20214,987551.3908999999
11.08.2019 22:00:00.000 GMT+0100,1.20448,1.21753,1.20148,1.21425,1064588.1079999998
18.08.2019 22:00:00.000 GMT+0100,1.21533,1.22935,1.20639,1.22824,861858.3419999998
25.08.2019 22:00:00.000 GMT+0100,1.22649,1.23097,1.21389,1.21573,985679.4094000006
01.09.2019 22:00:00.000 GMT+0100,1.21472,1.23537,1.19581,1.22800,968085.0112000004
08.09.2019 22:00:00.000 GMT+0100,1.22703,1.25056,1.22330,1.24974,830037.3160999998
15.09.2019 22:00:00.000 GMT+0100,1.24741,1.25821,1.23921,1.24751,821331.3726
22.09.2019 22:00:00.000 GMT+0100,1.24657,1.25028,1.22707,1.22851,844373.3897999998
29.09.2019 22:00:00.000 GMT+0100,1.22901,1.24127,1.22044,1.23291,878526.0404999999
06.10.2019 22:00:00.000 GMT+0100,1.23068,1.27070,1.21949,1.26408,935881.6616000002
13.10.2019 22:00:00.000 GMT+0100,1.26242,1.29892,1.25156,1.29802,1023631.7429999998
20.10.2019 22:00:00.000 GMT+0100,1.29498,1.30120,1.27880,1.28234,921138.1102000002
27.10.2019 21:00:00.000 GMT-0000,1.28111,1.29756,1.28062,1.29368,780926.2126999998
03.11.2019 22:00:00.000 GMT-0000,1.29268,1.29424,1.27684,1.27714,649773.9061999999
10.11.2019 22:00:00.000 GMT-0000,1.27978,1.29189,1.27853,1.28998,575853.7873000001
17.11.2019 22:00:00.000 GMT-0000,1.29239,1.29854,1.28232,1.28283,597386.5432999999
24.11.2019 22:00:00.000 GMT-0000,1.28554,1.29506,1.28271,1.29132,551060.9188000003
01.12.2019 22:00:00.000 GMT-0000,1.29093,1.31662,1.28959,1.31319,611371.9310000004
08.12.2019 22:00:00.000 GMT-0000,1.31340,1.35149,1.30503,1.33266,818780.4196
15.12.2019 22:00:00.000 GMT-0000,1.33349,1.34218,1.29783,1.29952,894849.0414000003
22.12.2019 22:00:00.000 GMT-0000,1.30019,1.31169,1.29045,1.30758,491506.24860000005
29.12.2019 22:00:00.000 GMT-0000,1.30848,1.32840,1.30531,1.30787,702907.6210999999
05.01.2020 22:00:00.000 GMT-0000,1.30808,1.32120,1.30126,1.30569,860299.3293
12.01.2020 22:00:00.000 GMT-0000,1.30347,1.31184,1.29542,1.30058,724348.0376999998
19.01.2020 22:00:00.000 GMT-0000,1.29915,1.31739,1.29617,1.30701,684491.1107000002
26.01.2020 22:00:00.000 GMT-0000,1.30799,1.32090,1.29752,1.32014,633205.7777000003
02.02.2020 22:00:00.000 GMT-0000,1.31766,1.31837,1.28813,1.28818,779214.9204000004
09.02.2020 22:00:00.000 GMT-0000,1.28843,1.30693,1.28716,1.30455,2603500.7939999993
16.02.2020 22:00:00.000 GMT-0000,1.30324,1.30537,1.28488,1.29529,685590.2078999998
23.02.2020 22:00:00.000 GMT-0000,1.29449,1.30179,1.27255,1.28125,1014515.248
01.03.2020 22:00:00.000 GMT-0000,1.27879,1.30517,1.27387,1.30459,1161081.3401000006
08.03.2020 21:00:00.000 GMT-0000,1.30726,1.32003,1.22597,1.22673,1601529.8632999996
15.03.2020 21:00:00.000 GMT-0000,1.22617,1.24214,1.14095,1.16301,2078233.252499999
22.03.2020 21:00:00.000 GMT-0000,1.16693,1.24851,1.14462,1.24448,2042332.6726
29.03.2020 22:00:00.000 GMT+0100,1.24283,1.24751,1.22051,1.22640,2492745.0667999997
05.04.2020 22:00:00.000 GMT+0100,1.22296,1.24862,1.21645,1.24449,1843328.3367999997
12.04.2020 22:00:00.000 GMT+0100,1.24506,1.26470,1.24065,1.24939,1264735.5309000004
19.04.2020 22:00:00.000 GMT+0100,1.24935,1.24996,1.22469,1.23654,1063162.1686
26.04.2020 22:00:00.000 GMT+0100,1.23627,1.26429,1.23593,1.24869,865665.0283999998
03.05.2020 22:00:00.000 GMT+0100,1.24851,1.24868,1.22657,1.24033,888802.0852000002
10.05.2020 22:00:00.000 GMT+0100,1.23965,1.24372,1.20998,1.21003,1042485.2390000003
17.05.2020 22:00:00.000 GMT+0100,1.20824,1.22961,1.20745,1.21665,900051.8530000002
24.05.2020 22:00:00.000 GMT+0100,1.21734,1.23939,1.21635,1.23454,1154979.3619
31.05.2020 22:00:00.000 GMT+0100,1.23236,1.27309,1.23235,1.26656,1481388.8863999997
07.06.2020 22:00:00.000 GMT+0100,1.26767,1.28127,1.24734,1.25396,1889125.1571000002
14.06.2020 22:00:00.000 GMT+0100,1.25112,1.26871,1.23424,1.23476,1914447.3996000006
21.06.2020 22:00:00.000 GMT+0100,1.23419,1.25425,1.23142,1.23343,1430759.2734
28.06.2020 22:00:00.000 GMT+0100,1.23442,1.25298,1.22514,1.24798,1098163.0553000001
05.07.2020 22:00:00.000 GMT+0100,1.24640,1.26691,1.24536,1.26202,1053117.0991999996
12.07.2020 22:00:00.000 GMT+0100,1.26126,1.26660,1.24797,1.25654,1205544.8037
19.07.2020 22:00:00.000 GMT+0100,1.25449,1.28033,1.25178,1.27926,1114925.2889
26.07.2020 22:00:00.000 GMT+0100,1.27903,1.31699,1.27740,1.30836,1354107.0422999992
02.08.2020 22:00:00.000 GMT+0100,1.30755,1.31855,1.29809,1.30509,1358343.232
09.08.2020 22:00:00.000 GMT+0100,1.30535,1.31423,1.30050,1.30829,1230108.2240000002
16.08.2020 22:00:00.000 GMT+0100,1.30910,1.32671,1.30588,1.30881,1354953.4332000003
23.08.2020 22:00:00.000 GMT+0100,1.30798,1.33562,1.30532,1.33488,1376272.5596000003
30.08.2020 22:00:00.000 GMT+0100,1.33328,1.34821,1.31756,1.32782,2112352.3745999997
06.09.2020 22:00:00.000 GMT+0100,1.32468,1.32657,1.27621,1.27942,1591122.0630999994
13.09.2020 22:00:00.000 GMT+0100,1.27733,1.30070,1.27664,1.29143,1350263.8805999993
20.09.2020 22:00:00.000 GMT+0100,1.29237,1.29663,1.26748,1.27395,1535942.06
27.09.2020 22:00:00.000 GMT+0100,1.27617,1.29782,1.27508,1.29274,1544673.6971999991
04.10.2020 22:00:00.000 GMT+0100,1.29337,1.30486,1.28450,1.30433,1254537.0050999997
11.10.2020 22:00:00.000 GMT+0100,1.30234,1.30825,1.28618,1.29082,1282673.2286
18.10.2020 22:00:00.000 GMT+0100,1.28924,1.31766,1.28920,1.30391,2184483.6574999997
25.10.2020 21:00:00.000 GMT-0000,1.30563,1.30794,1.28804,1.29472,2873369.2242999994
01.11.2020 22:00:00.000 GMT-0000,1.29243,1.31769,1.28538,1.31477,2971413.0157000013
08.11.2020 22:00:00.000 GMT-0000,1.31592,1.33132,1.31061,1.31983,2244331.266000001
15.11.2020 22:00:00.000 GMT-0000,1.31660,1.33121,1.31652,1.32817,893764.6798999998
22.11.2020 22:00:00.000 GMT-0000,1.32927,1.33975,1.32633,1.33068,877405.4207000005
29.11.2020 22:00:00.000 GMT-0000,1.33310,1.35391,1.32872,1.34332,1141534.7965999995
06.12.2020 22:00:00.000 GMT-0000,1.34092,1.34778,1.31339,1.32203,1182383.1890999994
13.12.2020 22:00:00.000 GMT-0000,1.33603,1.36244,1.32798,1.35142,825241.0931999998
20.12.2020 22:00:00.000 GMT-0000,1.34004,1.36188,1.31875,1.35408,852986.3581000007
27.12.2020 22:00:00.000 GMT-0000,1.35452,1.36859,1.34290,1.36630,710343.8055
03.01.2021 22:00:00.000 GMT-0000,1.36455,1.37039,1.35325,1.35621,838829.6850000003
10.01.2021 22:00:00.000 GMT-0000,1.35588,1.37107,1.34503,1.35769,577914.4114000001
17.01.2021 22:00:00.000 GMT-0000,1.35922,1.37456,1.35193,1.36784,442907.907
24.01.2021 22:00:00.000 GMT-0000,1.36763,1.37585,1.36092,1.37023,553587.8590999999
31.01.2021 22:00:00.000 GMT-0000,1.37052,1.37574,1.35655,1.37291,458367.22750000015
07.02.2021 22:00:00.000 GMT-0000,1.37151,1.38658,1.36800,1.38497,347251.8321
14.02.2021 22:00:00.000 GMT-0000,1.38482,1.40359,1.38294,1.40059,418063.4082999999
21.02.2021 22:00:00.000 GMT-0000,1.40110,1.42415,1.38876,1.39244,573366.8269999999
28.02.2021 22:00:00.000 GMT-0000,1.39290,1.40171,1.37784,1.38357,643512.4194999998
07.03.2021 22:00:00.000 GMT-0000,1.38114,1.40045,1.37999,1.39129,541325.9655
14.03.2021 21:00:00.000 GMT-0000,1.39143,1.40012,1.38089,1.38662,485102.55640000023
21.03.2021 21:00:00.000 GMT-0000,1.38350,1.38767,1.36700,1.37855,387655.2028000002
28.03.2021 22:00:00.000 GMT+0100,1.37904,1.38521,1.37058,1.38272,435721.7782999998
04.04.2021 22:00:00.000 GMT+0100,1.38210,1.39186,1.36696,1.37054,358778.7067
11.04.2021 22:00:00.000 GMT+0100,1.37025,1.38437,1.36689,1.38261,346783.1803
18.04.2021 22:00:00.000 GMT+0100,1.38280,1.40089,1.38094,1.38736,370654.2976
25.04.2021 22:00:00.000 GMT+0100,1.38668,1.39764,1.38023,1.38077,375873.3658
02.05.2021 22:00:00.000 GMT+0100,1.38116,1.40056,1.38008,1.39811,411206.2049
09.05.2021 22:00:00.000 GMT+0100,1.40035,1.41665,1.39938,1.40945,459035.2297999999
16.05.2021 22:00:00.000 GMT+0100,1.40956,1.42336,1.40769,1.41409,413312.2956
23.05.2021 22:00:00.000 GMT+0100,1.41468,1.42188,1.40913,1.41834,426389.77900000004
30.05.2021 22:00:00.000 GMT+0100,1.41793,1.42491,1.40827,1.41553,461231.47510000004
06.06.2021 22:00:00.000 GMT+0100,1.41544,1.41906,1.40730,1.41056,424829.5865000001
13.06.2021 22:00:00.000 GMT+0100,1.40994,1.41324,1.37914,1.38003,518620.751
20.06.2021 22:00:00.000 GMT+0100,1.38068,1.40011,1.37859,1.38779,466224.9983
27.06.2021 22:00:00.000 GMT+0100,1.38794,1.39393,1.37313,1.38244,437960.9821000001
04.07.2021 22:00:00.000 GMT+0100,1.38189,1.39088,1.37414,1.38924,587877.3237000003
11.07.2021 22:00:00.000 GMT+0100,1.38911,1.39097,1.37565,1.37565,524033.86380000005
18.07.2021 22:00:00.000 GMT+0100,1.37677,1.37869,1.35717,1.37449,462884.3009000001
25.07.2021 22:00:00.000 GMT+0100,1.37503,1.39832,1.37366,1.38959,345340.91179999994
01.08.2021 22:00:00.000 GMT+0100,1.38963,1.39574,1.38608,1.38693,290586.8746
08.08.2021 22:00:00.000 GMT+0100,1.38702,1.38942,1.37904,1.38576,228660.6898
15.08.2021 22:00:00.000 GMT+0100,1.38553,1.38783,1.36019,1.36144,244672.0449999999
22.08.2021 22:00:00.000 GMT+0100,1.36156,1.37807,1.36096,1.37544,250071.3573000001
29.08.2021 22:00:00.000 GMT+0100,1.37553,1.38915,1.37309,1.38600,255822.5037000001
05.09.2021 22:00:00.000 GMT+0100,1.38553,1.38883,1.37261,1.38299,302084.14349999995
12.09.2021 22:00:00.000 GMT+0100,1.38303,1.39130,1.37256,1.37283,266300.57060000004
19.09.2021 22:00:00.000 GMT+0100,1.37346,1.37505,1.36090,1.36730,321214.3075999999
26.09.2021 22:00:00.000 GMT+0100,1.36617,1.37287,1.34116,1.35423,387164.8268999999
03.10.2021 22:00:00.000 GMT+0100,1.35544,1.36577,1.35314,1.36087,349174.76790000015
10.10.2021 22:00:00.000 GMT+0100,1.36171,1.37731,1.35681,1.37439,287636.2898999999
17.10.2021 22:00:00.000 GMT+0100,1.37484,1.38343,1.37088,1.37514,290257.8944
24.10.2021 22:00:00.000 GMT+0100,1.37455,1.38293,1.36678,1.36762,373159.82550000004
31.10.2021 21:00:00.000 GMT-0000,1.36764,1.36984,1.34240,1.34928,363551.2454000001
07.11.2021 22:00:00.000 GMT-0000,1.34764,1.36071,1.33528,1.34140,353926.6416999999
14.11.2021 22:00:00.000 GMT-0000,1.34127,1.35133,1.33960,1.34486,374771.58430000005
21.11.2021 22:00:00.000 GMT-0000,1.34495,1.34543,1.32780,1.33283,530560.4175999999
28.11.2021 22:00:00.000 GMT-0000,1.33357,1.33702,1.31943,1.32264,554162.0239000001
05.12.2021 22:00:00.000 GMT-0000,1.32136,1.32892,1.31612,1.32683,380091.38749999995
12.12.2021 22:00:00.000 GMT-0000,1.32399,1.33741,1.31715,1.32340,369985.9364999999
19.12.2021 22:00:00.000 GMT-0000,1.32366,1.34377,1.31730,1.33821,533091.4919000001
26.12.2021 22:00:00.000 GMT-0000,1.33865,1.35500,1.33865,1.35177,206417.4032
02.01.2022 22:00:00.000 GMT-0000,1.35199,1.35982,1.34304,1.35827,367766.46699999995
09.01.2022 22:00:00.000 GMT-0000,1.35734,1.37487,1.35317,1.36695,320126.97
16.01.2022 22:00:00.000 GMT-0000,1.36744,1.36895,1.35452,1.35504,344091.3512000001
23.01.2022 22:00:00.000 GMT-0000,1.35450,1.35650,1.33577,1.33901,515724.3529999999
30.01.2022 22:00:00.000 GMT-0000,1.33908,1.36275,1.33854,1.35211,463533.41409999976
